Order Date,Region,Product,Sales,Advertising Spend
2024-04-12,South,Electronics,581.5173311499152,65.70752875022232
2024-12-14,East,Clothing,1583.5223940451974,192.60889165132326
2024-09-27,East,Electronics,759.9132119834534,40.20584410638248
2024-04-16,South,Groceries,1363.6066394779862,312.6562362722683
2024-03-12,South,Furniture,1217.0607687262147,131.30317392773193
2024-07-07,South,Electronics,844.3851766181149,112.99941511884875
2024-01-21,North,Clothing,1006.2425338578093,86.19346306765745
2024-04-12,West,Groceries,741.9691966453671,74.19999802629656
2024-05-01,North,Electronics,810.2170029217003,52.27880429080094
2024-08-02,North,Electronics,1344.2162089928481,22.498745174624172
2024-11-26,East,Groceries,1059.8642369639222,41.47664406854704
2024-03-28,South,Electronics,1777.5297031885877,240.23327667711465
2025-01-07,West,Furniture,926.7627970077647,125.72095756399435
2024-04-09,East,Electronics,1679.8713823450603,238.8343511929651
2024-12-25,North,Furniture,494.2504591439261,51.142886688707854
2024-05-31,South,Furniture,1021.2516745515745,33.49437222923412
2024-05-10,East,Groceries,1408.4221220711947,85.55282992469859
2024-05-29,South,Electronics,469.50556961431215,42.85795448107593
2024-11-04,East,Groceries,877.7911038866275,99.35340884489176
2024-09-14,South,Electronics,989.6514430684779,17.844701220316264
2024-12-09,North,Electronics,1458.1438389327932,9.519934274989236
2024-10-20,West,Clothing,925.3874292771322,109.88562777099426
2025-01-20,North,Electronics,1670.7259653902925,244.63415312816215
2024-07-10,West,Groceries,1931.8012433198255,113.41270798017904
2024-10-03,South,Furniture,1455.153399268932,124.81832210682091
2024-06-09,East,Electronics,1025.000232261775,88.33637039609495
2024-11-09,North,Clothing,1292.5463621103647,94.75054719728992
2024-01-22,West,Groceries,738.6169808656855,21.33535589230548
2024-09-09,North,Electronics,1059.8485149029584,44.3010193202956
2024-08-23,West,Groceries,6251.35327191366,191.2974088798562
2024-12-10,North,Clothing,1215.989443415851,64.53238879337732
2024-02-18,West,Clothing,1143.9040308585534,188.72598223920176
2024-02-28,West,Groceries,1299.979281226882,92.81993152844124
2024-06-18,South,Electronics,955.7164602569906,96.3549254699077
2024-07-06,West,Furniture,1492.4197866024447,64.93013216963183
2024-09-27,South,Clothing,1075.2579847748725,137.9078261433455
2024-07-08,West,Electronics,623.8603147321735,161.5989233795316
2024-06-23,East,Electronics,646.4221240974819,42.197738185770504
2024-02-20,East,Furniture,988.4233437506153,23.554861952753697
2024-12-29,East,Clothing,1885.3960777603063,12.120287851014947
2024-02-24,West,Clothing,1580.7208205044262,120.61299251262119
2024-08-31,South,Electronics,488.91954603939155,111.0166924111716
2024-11-15,South,Electronics,1169.3051446060167,370.06521191954283
2024-05-10,West,Furniture,1697.2891900995187,88.72778242280205
2024-11-02,East,Furniture,1388.5126141563417,77.11163254130902
2024-05-14,East,Clothing,2501.8917865795247,101.81250101143395
2024-01-21,South,Groceries,960.3447006573153,105.87141787789199
2024-11-24,East,Clothing,757.287433328628,72.54222915185352
2024-06-15,North,Electronics,1051.4965968089818,43.450204890806866
2024-09-30,South,Clothing,912.1298564406939,85.16568761724285
2025-01-22,East,Groceries,1622.689755002469,82.7460894783098
2024-03-29,South,Furniture,893.3238138221865,81.72826675161406
2024-11-11,North,Groceries,1117.6222829260741,148.0500739313649
2024-01-14,South,Groceries,739.1159498192546,84.00337994127285
2024-08-29,South,Groceries,1348.275816986802,24.098246438897462
2024-09-21,South,Furniture,688.62884344572,49.85643217245973
2024-12-11,South,Groceries,1267.2704713698429,71.83764965897136
2024-02-22,North,Groceries,2175.7816416510277,87.04381794471658
2025-01-20,West,Groceries,601.2931342004015,122.41427752112364
2024-12-05,South,Electronics,1915.5193036911173,87.56480587009496
2024-04-01,South,Groceries,1079.1949190600344,9.800285791989173
2025-01-01,East,Furniture,580.8221521453455,27.097957505777853
2024-09-20,South,Groceries,1238.1333288598967,128.36686929082137
2024-02-04,East,Groceries,1423.929027300091,70.30100443303333
2024-07-24,West,Furniture,818.3780454961195,93.302856660706
2024-03-21,North,Groceries,1279.035860604843,63.41336806376301
2024-02-19,North,Furniture,1904.1079187595124,49.67833954260352
2024-12-25,West,Groceries,860.0157726202423,65.29410331095646
2025-01-22,North,Furniture,756.0079171754788,94.13401154934154
2024-01-02,West,Groceries,1047.0953868476186,83.53010776662569
2025-01-24,West,Groceries,1279.3817799204564,160.8824608573725
2024-02-23,West,Electronics,1529.458757155926,19.535809590090786
2024-04-15,North,Electronics,911.872401280512,22.577688204348735
2024-09-16,East,Groceries,900.082375866664,69.65049236591554
2024-11-05,West,Groceries,807.5869832870956,123.39867978075002
2024-07-09,South,Clothing,670.522726953971,142.5694505554914
2024-08-05,North,Furniture,582.3481452832507,51.38429623306073
2024-02-13,West,Clothing,484.2063029438417,3.02194136471229
2024-06-10,West,Electronics,931.2348917212664,52.81265659554618
2024-07-20,South,Electronics,645.4228629883069,111.26895514015524
2024-09-26,East,Electronics,1074.7692263183524,82.34898819588314
2024-12-16,East,Electronics,2234.9536242435543,126.59826792437987
2024-10-30,East,Groceries,1883.3621758808306,186.89227197527535
2024-09-27,West,Electronics,968.9404319243488,73.51343886787326
2024-08-02,West,Groceries,2660.8036395950417,57.869626807183685
2024-09-08,West,Groceries,1035.7008661760929,38.273872432743936
2024-07-08,North,Electronics,1066.4426553151568,22.442217303653255
2024-10-22,South,Electronics,905.432062315821,16.545271384020214
2024-07-31,West,Furniture,1013.6061186719236,47.17620873044154
2024-07-26,South,Clothing,1057.8748052958458,170.09535930203344
2024-08-24,South,Electronics,1097.8477756101854,135.19990360626937
2024-12-03,East,Furniture,1856.8772525561076,55.63980164029289
2025-01-01,North,Furniture,2210.9636507573487,314.55514755835236
2024-02-22,West,Clothing,393.62047385922347,50.03066919206388
2024-10-06,East,Groceries,845.2634210716695,198.76668689204112
2024-08-04,East,Electronics,1096.4550414124824,230.2286337937732
2024-09-08,West,Clothing,1632.148302694593,116.69024414619216
2024-07-06,South,Electronics,1691.1386655592953,46.7954605564706
2025-01-14,East,Furniture,1404.953440856288,61.90632207338974
2024-02-10,South,Furniture,717.239635915711,95.83187806107568
2024-06-05,North,Groceries,770.7928084120952,23.11575981793011
2024-01-15,South,Furniture,1231.20320105642,35.034094972870705
2024-10-27,North,Furniture,898.0569873851225,32.3766342779513
2024-03-05,South,Clothing,1026.5692210800887,122.99575392255441
2024-12-10,East,Electronics,1157.2891945475913,185.6929521875479
2024-11-22,East,Electronics,1806.9461537467992,138.88953731287575
2024-01-09,North,Clothing,1544.9102693576053,165.58061554925675
2024-12-09,West,Groceries,892.6928464213096,43.40631578079887
2024-05-08,North,Electronics,1209.8319307428571,64.19161611997414
2024-05-15,North,Furniture,626.7639528878747,68.1681138877228
2024-03-03,South,Electronics,957.9385161851044,116.36056816967026
2024-05-18,South,Furniture,1560.5048511733603,48.314073820424994
2024-03-21,North,Groceries,726.836838182727,158.71905800490802
2025-01-26,East,Clothing,1672.5151232439996,226.05461292663742
2024-06-11,South,Electronics,533.0564277611038,120.60014388408172
2024-10-15,West,Clothing,1998.7436071917002,61.925852006508975
2025-01-13,South,Electronics,797.2476656295564,40.05266355597494
2024-09-17,South,Furniture,1181.5163711049042,32.44892485169989
2024-08-18,West,Clothing,1003.4445285816762,9.94211805386398
2024-02-10,North,Electronics,1139.492446100224,69.8518229471862
2024-01-28,West,Furniture,1206.1585782066036,66.71177919171976
2024-05-14,North,Clothing,676.5455148738939,152.13079279589272
2024-07-19,North,Clothing,1111.274704937854,51.077813361830636
2024-11-23,North,Electronics,1002.0876940590225,73.00447208756333
2024-09-24,West,Electronics,924.888011472392,102.93701510109918
2024-02-02,North,Electronics,4371.302604303941,119.2130064836284
2024-02-17,East,Furniture,1301.20999232813,140.3395281564429
2024-03-02,West,Electronics,762.3766982508207,95.57288033517824
2024-08-03,East,Clothing,1501.376388281495,24.524265719595984
2024-10-19,North,Clothing,1376.5449683449897,111.88717668912678
2024-04-08,South,Electronics,1144.3046885365532,47.963118547559134
2024-06-20,North,Electronics,1808.6241083683303,191.543500942969
2024-12-25,East,Groceries,511.94268224651626,84.71396284680098
2024-08-01,East,Clothing,682.1833215781617,99.85993608819187
2024-02-04,West,Furniture,1954.017016210115,389.34452132596164
2024-08-14,South,Groceries,937.645707566275,142.03333102819636
2024-04-10,West,Electronics,914.1491716155625,110.43779570050789
2024-05-10,East,Electronics,597.3787530599011,74.71173168951961
2024-09-13,North,Clothing,625.3190434868105,26.65464210649853
2024-01-05,South,Electronics,1607.6922916086648,70.55601896294186
2024-08-05,North,Furniture,1242.3195569461768,39.60634790605055
2024-09-11,North,Clothing,1504.0534526987926,244.2812536504755
2025-02-01,South,Electronics,929.0530085409364,111.49354853668241
